Country,Admin1_Name,Admin1_PCODE,Admin2_Name,Admin2_PCODE,City/Locations,Acronym,Organisation,Type,Sectors,Activity / Project,Status Activities,Comments,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,CRS,Catholic Relief Services,International NGO,Coordination, ,,Coordination and support to District Nutritionist to ensure ongoing functioning of CMAM program to provide ongoing routine services to malnourished children; coordination and support to distribution of nutritional support services for quarantined households,Coordination and support to District Nutritionist to ensure ongoing functioning of CMAM program to provide ongoing routine services to malnourished children; coordination and support to distribution of nutritional support services for quarantined households
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,CRS,Catholic Relief Services,International NGO,Social Mobilisation/Education, ,,"Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations","Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations"
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Safe burial, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,Metabiota_USDoD,Metabiota,Other,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,MoH,Ministry of Health,Goverment,Coordination, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,MoH,Ministry of Health,Goverment,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,MoH,Ministry of Health,Goverment,Surveillance/Contact Tracing, ,Sufficient and adequate,,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,MSF-BE,Medecins sans Frontieres Belgique,International NGO,Case Management, ,,"Other activities include Training os staff, infection prevention and control, setting up of treatment centres, cpprdination, members of EOC and Logistics","Other activities include Training os staff, infection prevention and control, setting up of treatment centres, cpprdination, members of EOC and Logistics"
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,MSF,Medecins sans Frontieres,International NGO,ETC + Triage, ,,,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,"Daru,Koindu, Beudu",MSF,Medecins sans Frontieres,International NGO,Triage, ,,,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,UNFPA,United Nations Population Fund,UN Agency,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,UNFPA,United Nations Population Fund,UN Agency,Surveillance/Contact Tracing, ,,,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,UNICEF,United Nations Children's Fund,UN Agency,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,WHO,World Health Organization,UN Agency,Coordination, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kailahun,SLE001001,,WHO,World Health Organization,UN Agency,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,CDC,US Center for Disease Control,Goverment,Surveillance/Contact Tracing, ,Sufficient and adequate,,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,Community Volonteers,Community Volonteers,National Organization,Surveillance/Contact Tracing, ,Sufficient and adequate,,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,CORDSL,COUNTERPARTS IN REHABILITATION AND DEVELOPMENT IN Sierra Leone,National NGO,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,CRS,Catholic Relief Services,International NGO,Coordination, ,,"Member of District task force, member of social mobilization and logistics sub-committees","Member of District task force, member of social mobilization and logistics sub-committees"
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,CRS,Catholic Relief Services,International NGO,Social Mobilisation/Education, ,,"Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizersCommunity meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizersCommunity meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizersCommunity meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizersCommunity meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizers","Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizersCommunity meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizersCommunity meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizersCommunity meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizersCommunity meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike rider associations
Daily hour-long community radio panel discussions and jingles mid-June through September 30
Training of 100 Catholic community religious leaders (priests, catechists, deacons, school teachers, etc) in Kenema diocese as community Ebola advocates and social mobilizers"
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,ETC + Triage, ,,,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Safe burial, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,Metabiota_USDoD,Metabiota,Other,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,MoH,Ministry of Health,Goverment,Coordination, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,MoH,Ministry of Health,Goverment,ETC + Triage, ,,,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,MoH,Ministry of Health,Goverment,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,MoH,Ministry of Health,Goverment,Surveillance/Contact Tracing, ,Sufficient and adequate,,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,MSF,Medecins sans Frontieres,International NGO,Surveillance/Contact Tracing, ,Sufficient and adequate,,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,UNFPA,United Nations Population Fund,UN Agency,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,UNFPA,United Nations Population Fund,UN Agency,Surveillance/Contact Tracing, ,,,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,UNICEF,United Nations Children's Fund,UN Agency,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,UNICEF,United Nations Children's Fund,UN Agency,Surveillance/Contact Tracing, ,Sufficient and adequate,,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,WHO,World Health Organization,UN Agency,Coordination, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,WHO,World Health Organization,UN Agency,ETC + Triage, ,,,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,WHO,World Health Organization,UN Agency,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Eastern,SLE001,Kenema,SLE001002,,WHO,World Health Organization,UN Agency,Surveillance/Contact Tracing, ,Sufficient and adequate,,
Sierra Leone,Eastern,SLE001,Kono,SLE001003,,UNFPA,United Nations Population Fund,UN Agency,Surveillance/Contact Tracing, ,,,
Sierra Leone,Northern,SLE002,Bombali,SLE002001,,UNFPA,United Nations Population Fund,UN Agency,Surveillance/Contact Tracing, ,,,
Sierra Leone,Northern,SLE002,Bombali,SLE002001,,WHO,World Health Organization,UN Agency,Surveillance/Contact Tracing, ,,Suporting Coordination as well,Suporting Coordination as well
Sierra Leone,Northern,SLE002,Kambia,SLE002002,,CARE,Care International,International NGO,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Northern,SLE002,Kambia,SLE002002,,CAWEC,Community Action for the Welfare of Children,National NGO,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Northern,SLE002,Kambia,SLE002002,,NETHIPS,Network of HIV Positives in Sierra Leone,National NGO,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Northern,SLE002,Kambia,SLE002002,,UNFPA,United Nations Population Fund,UN Agency,Surveillance/Contact Tracing, ,,,
Sierra Leone,Northern,SLE002,Kambia,SLE002002,,UNICEF,United Nations Children's Fund,UN Agency,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Sierra Leone,Northern,SLE002,Kambia,SLE002002,,WHO,World Health Organization,UN Agency,Surveillance/Contact Tracing, ,,Suporting Coordination as well,Suporting Coordination as well
Sierra Leone,Northern,SLE002,Koinadugu,SLE002003,,CRS,Catholic Relief Services,International NGO,Coordination, ,,Member of District Task Force,Member of District Task Force
Sierra Leone,Northern,SLE002,Koinadugu,SLE002003,,CRS,Catholic Relief Services,International NGO,Social Mobilisation/Education, ,,"Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike riders associations, etc. 
Printed and distributed IEC materials (posters) for all government primary schools in 5 chiefdoms (approx. 1200 schools)Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike riders associations, etc. 
Printed and distributed IEC materials (posters) for all government primary schools in 5 chiefdoms (approx. 1200 schools)Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike riders associations, etc. 
Printed and distributed IEC materials (posters) for all government primary schools in 5 chiefdoms (approx. 1200 schools)","Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike riders associations, etc. 
Printed and distributed IEC materials (posters) for all government primary schools in 5 chiefdoms (approx. 1200 schools)Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike riders associations, etc. 
Printed and distributed IEC materials (posters) for all government primary schools in 5 chiefdoms (approx. 1200 schools)Community meetings in each chiefdom HQ town with traditional leaders, traditional healers, religious leaders, market women, bike riders associations, etc. 
Printed and distributed IEC materials (posters) for all government primary schools in 5 chiefdoms (approx. 1200 schools)"
Sierra Leone,Northern,SLE002,Koinadugu,SLE002003,,UNFPA,United Nations Population Fund,UN Agency,Surveillance/Contact Tracing, ,,,
Sierra Leone,Northern,SLE002,Koinadugu,SLE002003,,UNICEF,United Nations Children's Fund,UN Agency,Social Mobilisation/Health Promotion, ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
